epoch,auc,binary_accuracy,loss,precision,recall,val_auc,val_binary_accuracy,val_loss,val_precision,val_recall
0,0.7964319586753845,0.9082880616188049,0.25616270303726196,0.5625,0.09782608598470688,0.8479111194610596,0.9446023106575012,0.22367623448371887,0.7500000596046448,0.6268656849861145
1,0.812931478023529,0.953464686870575,0.19983921945095062,0.8622449040412903,0.6057347655296326,0.8497171401977539,0.953125,0.1911681592464447,0.8636363744735718,0.5846154093742371
2,0.800000011920929,0.954483687877655,0.19847503304481506,0.8571428656578064,0.6131386756896973,0.8427852392196655,0.9460227489471436,0.20229871571063995,0.7500000596046448,0.6363636255264282
3,0.8299434781074524,0.9551630616188049,0.17858223617076874,0.8550724387168884,0.6344085931777954,0.868825376033783,0.9573863744735718,0.1606213003396988,0.875,0.6363636255264282
4,0.8353258371353149,0.9582201242446899,0.1671251803636551,0.9285714626312256,0.6057347655296326,0.910692572593689,0.9573863744735718,0.1630500704050064,0.8979591727256775,0.6376811861991882
5,0.8319343328475952,0.9599184989929199,0.1632716804742813,0.9297297596931458,0.6209385991096497,0.9115879535675049,0.9588068723678589,0.1760265827178955,1.0,0.591549277305603
6,0.8566102981567383,0.9605978727340698,0.15619038045406342,0.9649122953414917,0.6000000238418579,0.9177895784378052,0.9616477489471436,0.14320707321166992,1.0,0.6142857074737549
7,0.8630331754684448,0.9636549353599548,0.15505023300647736,0.9722222685813904,0.6317689418792725,0.9297851324081421,0.9616477489471436,0.1572362184524536,0.9512195587158203,0.609375
8,0.8989301323890686,0.963994562625885,0.1385400891304016,0.9887005686759949,0.6272401213645935,0.9476465582847595,0.9588068723678589,0.127656027674675,0.8775510191917419,0.6515151858329773
9,0.9257403612136841,0.9629755616188049,0.12565878033638,0.941798985004425,0.6449275612831116,0.9539400339126587,0.9630681872367859,0.11299430578947067,0.95652174949646,0.6470588445663452
10,0.9314172267913818,0.963994562625885,0.12143255770206451,0.9526315927505493,0.6510791778564453,0.9552707076072693,0.9573863744735718,0.12073034793138504,0.8032787442207336,0.7313432693481445
11,0.957319974899292,0.9633152484893799,0.1117822527885437,0.9073171019554138,0.6763636469841003,0.9535836577415466,0.9630681872367859,0.11994995921850204,1.0,0.6060606241226196
12,0.9602481126785278,0.9667119979858398,0.09902097284793854,0.9587629437446594,0.6739130616188049,0.9707848429679871,0.9616477489471436,0.1440507173538208,0.7808219194412231,0.8382353186607361
13,0.9525079727172852,0.9684103727340698,0.1065288782119751,0.9043478965759277,0.7455196976661682,0.9848047494888306,0.9701704978942871,0.082971952855587,0.9166666865348816,0.7213115096092224
14,0.9691199660301208,0.9758831858634949,0.08591052144765854,0.9437229633331299,0.7898550629615784,0.9777329564094543,0.9701704978942871,0.08322948217391968,0.9122806787490845,0.7647058963775635
15,0.9834770560264587,0.9802989363670349,0.0676313117146492,0.9365079998970032,0.8489208817481995,0.9883694052696228,0.9659091234207153,0.09061058610677719,0.8142856955528259,0.8382353186607361
16,0.984893798828125,0.9806386232376099,0.05841226130723953,0.929961085319519,0.8597122430801392,0.9913541078567505,0.9701704978942871,0.07075772434473038,0.8382353186607361,0.8507462739944458
17,0.9886001348495483,0.9870924353599548,0.04405122250318527,0.9580152630805969,0.9028777480125427,0.9823852181434631,0.9758523106575012,0.0801268070936203,0.9122806787490845,0.8125
18,0.9871869087219238,0.9819973111152649,0.05338231474161148,0.9250936508178711,0.8821428418159485,0.9685325026512146,0.9715909361839294,0.10276755690574646,0.9795918464660645,0.7164179086685181
19,0.9865754842758179,0.984714686870575,0.04682931303977966,0.9533073902130127,0.8812949657440186,0.9821575284004211,0.9744318723678589,0.07226883620023727,0.888888955116272,0.8358208537101746
