epoch,auc,binary_accuracy,loss,precision,recall,val_auc,val_binary_accuracy,val_loss,val_precision,val_recall
0,0.7771416902542114,0.89673912525177,0.27185896039009094,0.23999999463558197,0.04316546767950058,0.8750355839729309,0.9602273106575012,0.18241475522518158,0.8958333730697632,0.6515151858329773
1,0.8176464438438416,0.95142662525177,0.20237217843532562,0.868852436542511,0.5719424486160278,0.8761526346206665,0.9659091234207153,0.1804521679878235,0.9019607901573181,0.7076923251152039
2,0.831541121006012,0.9504076242446899,0.19417431950569153,0.861878514289856,0.5631768703460693,0.8622707724571228,0.9588068723678589,0.1793183535337448,0.8135592937469482,0.7272727489471436
3,0.8120281100273132,0.950067937374115,0.19925037026405334,0.8241205811500549,0.5942029356956482,0.8818933963775635,0.9616477489471436,0.15220136940479279,0.8913043737411499,0.6507936716079712
4,0.8178249001502991,0.953125,0.18529409170150757,0.8716577887535095,0.588447630405426,0.8958449363708496,0.96875,0.13003475964069366,0.9791666865348816,0.6911764740943909
5,0.8251478672027588,0.959578812122345,0.16679930686950684,0.9700599312782288,0.5869565606117249,0.9083194732666016,0.9673295617103577,0.14429013431072235,0.9245283007621765,0.7205882668495178
6,0.8471127152442932,0.9599184989929199,0.16346530616283417,0.9657142758369446,0.6014235019683838,0.9308373332023621,0.9701704978942871,0.11950482428073883,0.9199999570846558,0.7301587462425232
7,0.8637973070144653,0.95923912525177,0.15709728002548218,0.9491525292396545,0.602150559425354,0.9521952867507935,0.9730113744735718,0.15779723227024078,0.9583333730697632,0.7301587462425232
8,0.9041851758956909,0.9633152484893799,0.14006070792675018,0.9615384936332703,0.6340579986572266,0.9664434790611267,0.9701704978942871,0.11031483113765717,0.9787234663963318,0.696969747543335
9,0.9252166748046875,0.96433424949646,0.12559249997138977,0.9576719999313354,0.6510791778564453,0.9848454594612122,0.9715909361839294,0.08959251642227173,0.9454545974731445,0.7536231875419617
10,0.9397331476211548,0.9609375,0.11995800584554672,0.905940592288971,0.6559139490127563,0.9813461303710938,0.9701704978942871,0.10570170730352402,0.9019607901573181,0.7419354915618896
11,0.9729248881340027,0.9663723111152649,0.09752248972654343,0.9320388436317444,0.6931408047676086,0.9937160611152649,0.9744318723678589,0.06567652523517609,0.9433962106704712,0.7692307829856873
12,0.9686195254325867,0.9724864363670349,0.08721522986888885,0.9090909957885742,0.7885304689407349,0.9929473996162415,0.9815341234207153,0.05897495523095131,0.921875,0.8805969953536987
13,0.9807820320129395,0.9741848111152649,0.07103078067302704,0.8880308866500854,0.8303248882293701,0.9926623106002808,0.9744318723678589,0.06299949437379837,0.9811320900917053,0.7536231875419617
14,0.9876233339309692,0.97995924949646,0.05681686848402023,0.9362549781799316,0.8453237414360046,0.9948748350143433,0.9815341234207153,0.061799392104148865,0.9016394019126892,0.8870967626571655
15,0.9931361675262451,0.98267662525177,0.04885488748550415,0.9285714626312256,0.8853046298027039,0.9746603965759277,0.9715909361839294,0.09692201018333435,0.9791666865348816,0.7121212482452393
16,0.9872993230819702,0.9836956858634949,0.04971684142947197,0.9520000219345093,0.8686131238937378,0.9978572130203247,0.9772727489471436,0.05493377149105072,0.9803922176361084,0.7692307829856873
17,0.990073025226593,0.9823369979858398,0.04904060810804367,0.9250936508178711,0.8853046298027039,0.9966870546340942,0.984375,0.059813257306814194,0.9365079998970032,0.8939394354820251
18,0.997610330581665,0.9881114363670349,0.032772816717624664,0.9454545378684998,0.9285714626312256,0.9967464208602905,0.984375,0.06752166897058487,0.9661017060279846,0.8636363744735718
19,0.994818389415741,0.983016312122345,0.04173459857702255,0.9382238984107971,0.8772563338279724,0.9954259395599365,0.9730113744735718,0.09550955146551132,0.8072289228439331,0.9571428894996643
