epoch,auc,binary_accuracy,loss,precision,recall,val_auc,val_binary_accuracy,val_loss,val_precision,val_recall
0,0.7929725050926208,0.8977581858634949,0.2601587772369385,0.03999999910593033,0.003597122384235263,0.79930180311203,0.9431818723678589,0.3080432415008545,0.8823529481887817,0.4545454680919647
1,0.8297891020774841,0.9527853727340698,0.20346057415008545,0.8601036071777344,0.597122311592102,0.8134328126907349,0.9474431872367859,0.21218092739582062,0.8947368264198303,0.5074626803398132
2,0.8301793336868286,0.9541440606117249,0.18466182053089142,0.8542713522911072,0.6159420609474182,0.8121704459190369,0.9460227489471436,0.21634013950824738,0.8823529481887817,0.46875
3,0.8155230283737183,0.954483687877655,0.18372520804405212,0.8487805128097534,0.6281588673591614,0.8174394369125366,0.9446023106575012,0.22405560314655304,0.8888888955116272,0.4776119291782379
4,0.8450795412063599,0.956182062625885,0.16387751698493958,0.8820512890815735,0.6187050342559814,0.8432245254516602,0.9602273106575012,0.183573380112648,1.0,0.575757622718811
5,0.8550792932510376,0.961277186870575,0.15627911686897278,0.9405405521392822,0.6281588673591614,0.8818326592445374,0.9573863744735718,0.1630907952785492,1.0,0.5652173757553101
6,0.8616012334823608,0.96433424949646,0.14908699691295624,0.9625668525695801,0.6474820375442505,0.8977363705635071,0.9573863744735718,0.14474762976169586,1.0,0.5161290168762207
7,0.8844333291053772,0.96263587474823,0.14817306399345398,0.9615384936332703,0.6294963955879211,0.8810321688652039,0.9545454978942871,0.1561744213104248,1.0,0.5151515007019043
8,0.9090526103973389,0.96433424949646,0.13576485216617584,0.9528796076774597,0.6546762585639954,0.8949199914932251,0.9573863744735718,0.156576007604599,0.8888888955116272,0.6153846383094788
9,0.9262266755104065,0.9663723111152649,0.12451513111591339,0.9735450148582458,0.661870539188385,0.9132080674171448,0.9630681872367859,0.12279429286718369,1.0,0.59375
10,0.9441909790039062,0.96705162525177,0.10882735252380371,0.9292452931404114,0.7060931921005249,0.9692115783691406,0.9616477489471436,0.10249737650156021,0.9375,0.6521739363670349
11,0.9606577157974243,0.9707880616188049,0.10048384219408035,0.9285714626312256,0.7482014298439026,0.9792946577072144,0.96875,0.07821518927812576,0.9215686321258545,0.7230769395828247
12,0.9779233932495117,0.9745244979858398,0.08122086524963379,0.9364407062530518,0.7864768505096436,0.9748504161834717,0.9772727489471436,0.06501775979995728,0.9464285969734192,0.8030303120613098
13,0.9688165783882141,0.9697690606117249,0.0967458114027977,0.9200000166893005,0.7446043491363525,0.9772012233734131,0.9673295617103577,0.07556520402431488,1.0,0.6617646813392639
14,0.9843440055847168,0.9741848111152649,0.0707719698548317,0.906882643699646,0.8086642622947693,0.9757408499717712,0.9829545617103577,0.059710320085287094,0.9821429252624512,0.8333333730697632
15,0.9847370982170105,0.97826087474823,0.06264328211545944,0.9215686917304993,0.842293918132782,0.9819749593734741,0.984375,0.05898374319076538,1.0000001192092896,0.8333333730697632
16,0.9864014983177185,0.9802989363670349,0.056461796164512634,0.9166666865348816,0.8705036044120789,0.9878173470497131,0.984375,0.04460844397544861,1.0,0.828125
17,0.9942894577980042,0.9850543737411499,0.04322813078761101,0.953667938709259,0.8853046298027039,0.9844970703125,0.9730113744735718,0.06555105745792389,0.7922077775001526,0.953125
18,0.9910687804222107,0.984375,0.04561123251914978,0.9459459185600281,0.8844765424728394,0.9786117076873779,0.9872159361839294,0.05343492701649666,0.9538461565971375,0.9117646813392639
19,0.9883606433868408,0.9850543737411499,0.05251779407262802,0.9431818723678589,0.8956834673881531,0.980380654335022,0.9872159361839294,0.04994933307170868,0.9836066365242004,0.8823529481887817
