epoch,auc,binary_accuracy,loss,precision,recall,val_auc,val_binary_accuracy,val_loss,val_precision,val_recall
0,0.5032268166542053,0.9004755616188049,0.4677999019622803,0.0,0.0,0.7896275520324707,0.9559659361839294,0.22660906612873077,0.0,0.0
1,0.6334289312362671,0.914402186870575,0.36073464155197144,0.0,0.0,0.7912571430206299,0.9559659361839294,0.12846064567565918,0.0,0.0
2,0.725717306137085,0.914402186870575,0.3101484775543213,0.0,0.0,0.7923836708068848,0.9559659361839294,0.19365544617176056,0.0,0.0
3,0.7795865535736084,0.9191576242446899,0.21629244089126587,0.675000011920929,0.1071428656578064,0.7921679019927979,0.9701704978942871,0.11792897433042526,0.7083333730697632,0.5483870506286621
4,0.7487684488296509,0.94972825050354,0.23368732631206512,0.8209876418113708,0.5277777910232544,0.7953553795814514,0.9715909361839294,0.120168536901474,0.7037037014961243,0.6129032373428345
5,0.7885268926620483,0.9555027484893799,0.1890576034784317,0.8201058506965637,0.615079402923584,0.7964578866958618,0.9701704978942871,0.11422465741634369,0.7083333730697632,0.5483870506286621
6,0.7776503562927246,0.9371603727340698,0.27248135209083557,0.6871508955955505,0.4880952537059784,0.7880697250366211,0.9588068723678589,0.16769567131996155,0.5277777910232544,0.6129032373428345
7,0.7712703943252563,0.9558424353599548,0.18819917738437653,0.8210526704788208,0.6190476417541504,0.7900588512420654,0.9715909361839294,0.11788654327392578,0.7037037014961243,0.6129032373428345
8,0.845379650592804,0.9568614363670349,0.1688975840806961,0.8140703439712524,0.6428571939468384,0.7852657437324524,0.9701704978942871,0.11897965520620346,0.7083333730697632,0.5483870506286621
9,0.7959702610969543,0.9381793737411499,0.42066606879234314,0.6666666865348816,0.5555555820465088,0.7670756578445435,0.9559659361839294,0.18941940367221832,0.0,0.0
10,0.4160217344760895,0.914402186870575,1.7966779470443726,0.0,0.0,0.5233427286148071,0.9559659361839294,0.32864639163017273,0.0,0.0
11,0.12721851468086243,0.914402186870575,0.5732312202453613,0.0,0.0,0.7813353538513184,0.9559659361839294,0.34544870257377625,0.0,0.0
12,0.3413236737251282,0.914402186870575,0.34311917424201965,0.0,0.0,0.7857450246810913,0.9559659361839294,0.2447517216205597,0.0,0.0
13,0.7052208185195923,0.914402186870575,0.27634397149086,0.0,0.0,0.7791544795036316,0.9559659361839294,0.16021499037742615,0.0,0.0
14,0.5962117314338684,0.914402186870575,0.3191130757331848,0.0,0.0,0.7822220921516418,0.9559659361839294,0.24760596454143524,0.0,0.0
15,0.8217499852180481,0.914402186870575,0.23654942214488983,0.0,0.0,0.7804245948791504,0.9559659361839294,0.1366339474916458,0.0,0.0
16,0.77562415599823,0.914402186870575,0.24956274032592773,0.0,0.0,0.7875425219535828,0.9559659361839294,0.21447351574897766,0.0,0.0
17,0.882878303527832,0.9228940606117249,0.18803627789020538,0.7551020383834839,0.1468254029750824,0.7766380310058594,0.9715909361839294,0.11509822309017181,0.7199999690055847,0.5806451439857483
18,0.8036799430847168,0.9538043737411499,0.1860053688287735,0.8118279576301575,0.5992063879966736,0.7896274924278259,0.9701704978942871,0.11907857656478882,0.7083333730697632,0.5483870506286621
19,0.8015519380569458,0.956182062625885,0.18782652914524078,0.8435754776000977,0.5992063879966736,0.7839475870132446,0.9602273106575012,0.16994163393974304,0.5428571701049805,0.6129032373428345
