epoch,auc,binary_accuracy,loss,precision,recall,val_auc,val_binary_accuracy,val_loss,val_precision,val_recall
0,0.555722177028656,0.9072690606117249,1.306221842765808,0.0,0.0,0.7978957891464233,0.9559659361839294,0.23741459846496582,0.0,0.0
1,0.715571939945221,0.914402186870575,0.2864796817302704,0.0,0.0,0.8008915185928345,0.9559659361839294,0.3694387972354889,0.0,0.0
2,0.8610352277755737,0.914402186870575,0.24188534915447235,0.0,0.0,0.8017063140869141,0.9559659361839294,0.13120026886463165,0.0,0.0
3,0.8149933815002441,0.914402186870575,0.23509277403354645,0.0,0.0,0.8016104698181152,0.9559659361839294,0.17925801873207092,0.0,0.0
4,0.8074616193771362,0.9290081858634949,0.211358442902565,0.9387754797935486,0.1825396865606308,0.8037914037704468,0.9772727489471436,0.1627018302679062,0.8260869979858398,0.6129032373428345
5,0.798800528049469,0.953125,0.22390083968639374,0.8475610017776489,0.5515873432159424,0.8030244708061218,0.96875,0.21129149198532104,0.6551724076271057,0.6129032373428345
6,0.7546950578689575,0.9442934989929199,0.23611034452915192,0.7933333516120911,0.472222238779068,0.7946124076843262,0.9701704978942871,0.11906217038631439,0.7777777910232544,0.4516128897666931
7,0.7896648645401001,0.9582201242446899,0.20021246373653412,0.8909091353416443,0.5833333730697632,0.8053252100944519,0.9772727489471436,0.15151254832744598,0.8260869979858398,0.6129032373428345
8,0.8344035148620605,0.9599184989929199,0.18053419888019562,0.898809552192688,0.5992063879966736,0.8078895807266235,0.9786931872367859,0.11534220725297928,1.0,0.5161290168762207
9,0.8242899179458618,0.96263587474823,0.16408462822437286,0.9437500238418579,0.5992063879966736,0.803935170173645,0.9744318723678589,0.176421120762825,0.7599999904632568,0.6129032373428345
10,0.921602725982666,0.9663723111152649,0.12689970433712006,0.9421964883804321,0.6468254327774048,0.804102897644043,0.9786931872367859,0.14459781348705292,1.0,0.5161290168762207
11,0.7934820055961609,0.95142662525177,0.26299116015434265,0.9224806427955627,0.472222238779068,0.8024493455886841,0.9772727489471436,0.11553852260112762,0.8260869979858398,0.6129032373428345
12,0.8123326897621155,0.9558424353599548,0.178081676363945,0.8388888835906982,0.5992063879966736,0.8050855398178101,0.9786931872367859,0.12127059698104858,0.8636363744735718,0.6129032373428345
13,0.8055880665779114,0.96433424949646,0.17001289129257202,0.9454545974731445,0.6190476417541504,0.7920240163803101,0.9829545617103577,0.11750544607639313,1.0,0.6129032373428345
14,0.749077320098877,0.9449728727340698,0.30748528242111206,0.8082191944122314,0.4682539999485016,0.7986147403717041,0.9815341234207153,0.0969424694776535,1.0,0.5806451439857483
15,0.6701035499572754,0.9490489363670349,0.2548680007457733,0.886363685131073,0.4642857313156128,0.8171643018722534,0.9559659361839294,0.1469162106513977,0.0,0.0
16,0.7812979221343994,0.9646739363670349,0.1775551289319992,0.9625000357627869,0.6111111640930176,0.8068589568138123,0.980113685131073,0.09293720126152039,0.9047619104385376,0.6129032373428345
17,0.8270021677017212,0.9646739363670349,0.15225014090538025,0.9457831978797913,0.6230158805847168,0.8149594664573669,0.9744318723678589,0.12525738775730133,0.7407407760620117,0.6451612710952759
18,0.8666677474975586,0.96705162525177,0.1471494436264038,0.9585798978805542,0.6428571939468384,0.7952834367752075,0.9829545617103577,0.08757442235946655,1.0,0.6129032373428345
19,0.8093506097793579,0.9636549353599548,0.15182040631771088,0.9559748768806458,0.60317462682724,0.8019698858261108,0.9829545617103577,0.08953918516635895,1.0,0.6129032373428345
