epoch,auc,binary_accuracy,loss,precision,recall,val_auc,val_binary_accuracy,val_loss,val_precision,val_recall
0,0.6029218435287476,0.901494562625885,0.37211865186691284,0.0,0.0,0.8955807089805603,0.9559659361839294,0.21786577999591827,0.0,0.0
1,0.7872687578201294,0.914402186870575,0.28141677379608154,0.0,0.0,0.8991994857788086,0.9559659361839294,0.18573860824108124,0.0,0.0
2,0.8059676289558411,0.93580162525177,0.22997383773326874,0.8387096524238586,0.3095238208770752,0.8986483216285706,0.9772727489471436,0.1711120903491974,0.7272727489471436,0.774193525314331
3,0.7556546926498413,0.9473505616188049,0.26040008664131165,0.7939394116401672,0.5198413133621216,0.9011887311935425,0.9730113744735718,0.4214189350605011,0.6666666865348816,0.774193525314331
4,0.6872708201408386,0.9395380616188049,0.44711124897003174,0.7642857432365417,0.4246031939983368,0.9039686918258667,0.980113685131073,0.24415619671344757,0.8148148059844971,0.7096773982048035
5,0.7650778293609619,0.9463315606117249,0.22552959620952606,0.8671875,0.4404762089252472,0.9020754098892212,0.9857954978942871,0.07512471824884415,0.95652174949646,0.7096773982048035
6,0.8004729151725769,0.9633152484893799,0.17870865762233734,0.9800000190734863,0.5833333730697632,0.9043521881103516,0.9857954978942871,0.1014522910118103,0.8888888955116272,0.774193525314331
7,0.8430063724517822,0.9609375,0.1772083193063736,0.9363057613372803,0.5833333730697632,0.9089776277542114,0.9857954978942871,0.07245790958404541,0.95652174949646,0.7096773982048035
8,0.786287784576416,0.9636549353599548,0.2104089856147766,0.9865772128105164,0.5833333730697632,0.9036332368850708,0.984375,0.15724852681159973,0.8571429252624512,0.774193525314331
9,0.7578657865524292,0.9636549353599548,0.1861298382282257,0.9559748768806458,0.60317462682724,0.9015242457389832,0.9857954978942871,0.10124000906944275,0.95652174949646,0.7096773982048035
10,0.808997631072998,0.9650136232376099,0.16275691986083984,0.9806451201438904,0.60317462682724,0.9059098958969116,0.9872159361839294,0.10417739301919937,0.9230769872665405,0.774193525314331
11,0.8301419615745544,0.9650136232376099,0.1599683314561844,0.9806451201438904,0.60317462682724,0.9041604399681091,0.980113685131073,0.14807920157909393,0.774193525314331,0.774193525314331
12,0.8109920620918274,0.962296187877655,0.16852037608623505,0.9325153827667236,0.60317462682724,0.9069405198097229,0.9857954978942871,0.0887097716331482,0.95652174949646,0.7096773982048035
13,0.8359506130218506,0.9629755616188049,0.15770702064037323,0.9735099077224731,0.5833333730697632,0.9089057445526123,0.9886363744735718,0.07067074626684189,0.9599999785423279,0.774193525314331
14,0.8071785569190979,0.9650136232376099,0.18499420583248138,0.946107804775238,0.626984179019928,0.5,0.9559659361839294,0.4620409905910492,0.0,0.0
15,0.43900948762893677,0.93410325050354,0.5357875823974609,0.8152174353599548,0.2976190745830536,0.9046158790588379,0.9857954978942871,0.08977105468511581,0.8888888955116272,0.774193525314331
16,0.7678948044776917,0.9650136232376099,0.17237378656864166,0.9685534834861755,0.6111111640930176,0.9066528677940369,0.984375,0.12986870110034943,0.8571429252624512,0.774193525314331
17,0.80842125415802,0.9650136232376099,0.15545225143432617,0.9745222926139832,0.6071428656578064,0.9004457592964172,0.9857954978942871,0.07389253377914429,0.95652174949646,0.7096773982048035
18,0.7912937998771667,0.9650136232376099,0.15859895944595337,0.9745222926139832,0.6071428656578064,0.9087139368057251,0.9857954978942871,0.08577360212802887,0.95652174949646,0.7096773982048035
19,0.788019061088562,0.9650136232376099,0.16479744017124176,0.9869281053543091,0.5992063879966736,0.9014043807983398,0.9857954978942871,0.07992574572563171,0.95652174949646,0.7096773982048035
