epoch,auc,binary_accuracy,loss,precision,recall,val_auc,val_binary_accuracy,val_loss,val_precision,val_recall
0,0.6767450571060181,0.8947011232376099,0.8191378116607666,0.0,0.0,0.862244188785553,0.9559659361839294,0.18206024169921875,0.0,0.0
1,0.7928400039672852,0.914402186870575,0.2383653223514557,0.0,0.0,0.8696256279945374,0.9559659361839294,0.18509848415851593,0.0,0.0
2,0.7764798998832703,0.914402186870575,0.22399359941482544,0.0,0.0,0.8685472011566162,0.9559659361839294,0.17966078221797943,0.0,0.0
3,0.8044817447662354,0.9215353727340698,0.20956529676914215,0.7441860437393188,0.1269841343164444,0.8664860725402832,0.9730113744735718,0.11560427397489548,0.800000011920929,0.5161290168762207
4,0.7539049386978149,0.9527853727340698,0.2538541853427887,0.846625804901123,0.547619104385376,0.8682835698127747,0.9744318723678589,0.14049144089221954,0.782608687877655,0.5806451439857483
5,0.7213429808616638,0.9507473111152649,0.2818475067615509,0.7988827228546143,0.5674603581428528,0.867037296295166,0.9744318723678589,0.20614907145500183,0.782608687877655,0.5806451439857483
6,0.8625586628913879,0.95482337474823,0.20966243743896484,0.8650307059288025,0.5595238208770752,0.8703206181526184,0.96875,0.27324479818344116,0.6451612710952759,0.6451612710952759
7,0.7735722064971924,0.950067937374115,0.2986285984516144,0.7692307829856873,0.5952381491661072,0.8645927906036377,0.9744318723678589,0.11270055174827576,0.782608687877655,0.5806451439857483
8,0.7547517418861389,0.951766312122345,0.1942233294248581,0.7864583730697632,0.5992063879966736,0.8679240942001343,0.9744318723678589,0.12120344489812851,0.782608687877655,0.5806451439857483
9,0.8762824535369873,0.956182062625885,0.18177355825901031,0.8514285683631897,0.591269850730896,0.866342306137085,0.953125,0.2432624250650406,0.4761904776096344,0.6451612710952759
10,0.7934755086898804,0.9524456858634949,0.21211425960063934,0.7916666865348816,0.60317462682724,0.8760484457015991,0.9744318723678589,0.12798994779586792,0.782608687877655,0.5806451439857483
11,0.766753077507019,0.9541440606117249,0.18974271416664124,0.8128342628479004,0.60317462682724,0.8707040548324585,0.9701704978942871,0.14987550675868988,0.6785714626312256,0.6129032373428345
12,0.8182651996612549,0.9558424353599548,0.1770510971546173,0.8279569745063782,0.6111111640930176,0.8782533407211304,0.9744318723678589,0.10554663836956024,0.782608687877655,0.5806451439857483
13,0.8216320276260376,0.9555027484893799,0.168903648853302,0.8270270228385925,0.6071428656578064,0.8700810074806213,0.9744318723678589,0.13578513264656067,0.782608687877655,0.5806451439857483
14,0.8832099437713623,0.9582201242446899,0.15360140800476074,0.8563536405563354,0.615079402923584,0.8453002572059631,0.9786931872367859,0.10871945321559906,0.944444477558136,0.5483870506286621
15,0.759925127029419,0.9510869979858398,0.20048581063747406,0.841772198677063,0.5277777910232544,0.86365807056427,0.980113685131073,0.10403606295585632,1.0,0.5483870506286621
16,0.7780623435974121,0.9558424353599548,0.18090549111366272,0.8674699068069458,0.5714285969734192,0.8820639252662659,0.9744318723678589,0.10120892524719238,0.782608687877655,0.5806451439857483
17,0.7268663644790649,0.9551630616188049,0.24890047311782837,0.9225351810455322,0.5198413133621216,0.8209989070892334,0.9744318723678589,0.1927526444196701,0.782608687877655,0.5806451439857483
18,0.5866308808326721,0.920516312122345,1.6748926639556885,0.5762711763381958,0.2698412835597992,0.5,0.9559659361839294,0.9892358779907227,0.0,0.0
19,0.6950709819793701,0.917119562625885,0.3413320779800415,1.0,0.0317460335791111,0.8283324837684631,0.9715909361839294,0.14371991157531738,0.8666667342185974,0.4193548262119293
